OrderID,OrderDate,Region,Category,Sales,Profit,CustomerID,Year,Month
ORD3405,2022-05-29,Asia,Furniture,234.85,-46.38,CUST209,2022,May
ORD4656,2022-06-03,Asia,Technology,270.63,66.36,CUST209,2022,June
ORD5900,2023-02-08,Asia,Office Supplies,467.15,-99.66,CUST209,2023,February
ORD7010,2023-01-16,Europe,Furniture,424.23,-11.63,CUST209,2023,January
ORD8024,2023-06-22,Europe,Office Supplies,74.44,-11.62,CUST209,2023,June
ORD1981,2023-10-16,Asia,Furniture,248.75,-28.23,CUST210,2023,October
ORD2074,2023-08-21,Asia,Furniture,99.64,18.09,CUST210,2023,August
ORD3537,2023-03-18,Europe,Office Supplies,354.25,-79.32,CUST210,2023,March
ORD5076,2022-10-17,Asia,Furniture,381.46,22.63,CUST210,2022,October
ORD7649,2023-05-18,USA,Technology,63.98,-8.21,CUST138,2023,May
ORD2469,2023-02-18,USA,Office Supplies,64.29,-5.0,CUST934,2023,February
ORD8097,2023-01-13,USA,Furniture,64.87,19.03,CUST151,2023,January
ORD3915,2023-01-16,Asia,Furniture,217.32,-63.72,CUST211,2023,January
ORD4529,2022-07-13,Asia,Technology,182.62,19.28,CUST211,2022,July
ORD4875,2023-07-13,Europe,Technology,186.57,37.38,CUST211,2023,July
ORD3375,2022-01-12,USA,Technology,65.76,-3.2,CUST784,2022,January
ORD2313,2022-02-03,USA,Furniture,66.46,4.27,CUST497,2022,February
ORD7606,2023-07-13,Asia,Technology,123.99,28.02,CUST211,2023,July
ORD7994,2022-12-21,Europe,Furniture,124.11,9.29,CUST211,2022,December
ORD1451,2022-08-25,Asia,Office Supplies,260.84,-33.2,CUST212,2022,August
ORD1690,2023-02-12,Europe,Furniture,329.8,-1.73,CUST212,2023,February
ORD6980,2023-02-18,USA,Office Supplies,66.64,0.21,CUST996,2023,February
ORD5072,2022-06-13,Europe,Furniture,155.42,12.85,CUST212,2022,June
ORD5388,2022-06-19,USA,Furniture,66.83,-18.59,CUST654,2022,June
ORD6990,2023-07-13,Asia,Furniture,207.18,-52.69,CUST212,2023,July
ORD7651,2022-05-12,Asia,Technology,165.29,31.77,CUST212,2022,May
ORD8460,2022-03-03,Europe,Technology,295.45,83.25,CUST212,2022,March
ORD3855,2022-06-27,USA,Technology,67.34,1.55,CUST441,2022,June
ORD2024,2022-01-05,Europe,Technology,255.43,64.34,CUST213,2022,January
ORD2045,2022-05-25,Europe,Technology,104.32,-0.85,CUST213,2022,May
ORD2613,2022-07-10,Asia,Technology,452.09,94.34,CUST213,2022,July
ORD2848,2022-10-28,Europe,Technology,442.03,26.43,CUST213,2022,October
ORD6872,2022-04-21,USA,Technology,67.42,1.27,CUST568,2022,April
ORD8741,2023-05-01,Asia,Office Supplies,478.88,-24.56,CUST213,2023,May
ORD1071,2022-04-16,Asia,Technology,183.81,37.99,CUST214,2022,April
ORD4437,2022-05-19,USA,Furniture,67.61,-8.91,CUST684,2022,May
ORD2803,2023-10-28,USA,Furniture,68.26,1.04,CUST498,2023,October
ORD3070,2023-03-31,USA,Office Supplies,68.4,-6.66,CUST843,2023,March
ORD5129,2022-07-21,Asia,Office Supplies,446.1,-55.89,CUST214,2022,July
ORD3171,2023-11-13,USA,Office Supplies,68.44,-0.94,CUST982,2023,November
ORD5781,2023-08-31,Asia,Furniture,70.77,11.07,CUST214,2023,August
ORD6759,2023-05-20,Europe,Office Supplies,445.98,21.95,CUST214,2023,May
ORD6787,2022-11-10,Asia,Office Supplies,210.18,7.72,CUST214,2022,November
ORD8566,2023-05-19,Asia,Office Supplies,474.04,-116.22,CUST214,2023,May
ORD5172,2022-12-06,USA,Furniture,68.56,-3.88,CUST473,2022,December
ORD8857,2023-05-29,Asia,Technology,357.81,105.73,CUST214,2023,May
ORD1090,2022-02-22,Asia,Technology,474.73,55.45,CUST215,2022,February
ORD4555,2022-07-07,Europe,Furniture,351.99,-74.3,CUST215,2022,July
ORD5341,2023-08-18,Asia,Office Supplies,408.54,25.55,CUST215,2023,August
ORD6021,2023-05-05,Asia,Technology,278.44,1.32,CUST215,2023,May
ORD8035,2022-10-13,USA,Furniture,69.14,14.71,CUST599,2022,October
ORD5938,2022-03-29,USA,Furniture,69.25,10.35,CUST193,2022,March
ORD3210,2023-03-17,USA,Office Supplies,69.51,18.42,CUST880,2023,March
ORD8034,2023-09-12,Unknown,Furniture,346.35,-71.19,CUST215,2023,September
ORD8668,2022-10-06,Europe,Office Supplies,97.12,21.14,CUST215,2022,October
ORD4613,2023-02-07,USA,Technology,69.58,-14.78,CUST170,2023,February
ORD1958,2023-08-29,Asia,Office Supplies,391.2,9.54,CUST216,2023,August
ORD2021,2022-10-18,Asia,Furniture,294.1,56.54,CUST216,2022,October
ORD2244,2022-04-30,Europe,Furniture,453.6,-108.41,CUST216,2022,April
ORD3150,2022-10-25,Europe,Office Supplies,390.1,47.01,CUST216,2022,October
ORD3438,2023-10-07,Asia,Technology,51.58,6.52,CUST216,2023,October
ORD6730,2023-01-16,Asia,Technology,139.54,-17.48,CUST216,2023,January
ORD1224,2023-11-03,Asia,Technology,247.75,-38.89,CUST217,2023,November
ORD2765,2023-12-18,USA,Technology,69.97,-10.22,CUST666,2023,December
ORD7647,2022-09-30,USA,Technology,70.07,-20.96,CUST476,2022,September
ORD4191,2023-08-07,Europe,Furniture,173.02,-40.37,CUST217,2023,August
ORD8792,2023-10-02,USA,Furniture,70.29,20.59,CUST136,2023,October
ORD5939,2022-09-13,Asia,Office Supplies,59.34,-13.79,CUST217,2022,September
ORD5968,2023-12-29,Europe,Technology,140.73,18.24,CUST217,2023,December
ORD6659,2023-08-10,Asia,Furniture,312.07,81.5,CUST217,2023,August
ORD6167,2023-11-25,USA,Technology,71.18,-14.22,CUST719,2023,November
ORD5075,2022-01-04,USA,Furniture,71.29,-21.13,CUST861,2022,January
ORD4363,2023-03-20,Europe,Technology,347.13,-12.47,CUST218,2023,March
ORD7348,2023-07-04,USA,Furniture,71.37,-14.95,CUST637,2023,July
ORD6020,2022-09-04,Unknown,Furniture,410.6,-67.98,CUST218,2022,September
ORD7572,2023-03-08,Asia,Office Supplies,88.63,-13.93,CUST218,2023,March
ORD7843,2022-08-07,USA,Technology,71.37,-12.27,CUST587,2022,August
ORD5345,2022-11-11,USA,Technology,71.51,-15.69,CUST660,2022,November
ORD3289,2023-09-19,USA,Office Supplies,71.94,11.36,CUST272,2023,September
ORD4843,2023-06-24,Europe,Furniture,416.78,-5.66,CUST219,2023,June
ORD5231,2022-06-28,Europe,Furniture,148.65,15.1,CUST219,2022,June
ORD6690,2023-02-27,USA,Office Supplies,71.94,5.56,CUST409,2023,February
ORD3719,2023-08-17,USA,Office Supplies,72.0,18.32,CUST950,2023,August
ORD3174,2023-12-21,USA,Technology,72.01,-6.5,CUST897,2023,December
ORD7969,2022-07-24,USA,Office Supplies,72.22,-6.06,CUST784,2022,July
ORD7914,2023-03-23,Europe,Technology,148.21,40.03,CUST219,2023,March
ORD8520,2022-08-07,Europe,Furniture,114.62,5.39,CUST219,2022,August
ORD2440,2023-05-05,Asia,Office Supplies,309.14,55.12,CUST220,2023,May
ORD3337,2023-03-05,Europe,Technology,59.75,13.48,CUST220,2023,March
ORD5326,2023-12-20,Europe,Office Supplies,64.56,-16.41,CUST220,2023,December
ORD5483,2023-08-19,Asia,Furniture,310.07,-41.06,CUST220,2023,August
ORD8777,2023-12-29,USA,Technology,72.66,13.89,CUST115,2023,December
ORD6403,2023-05-24,Asia,Technology,145.88,15.26,CUST220,2023,May
ORD6838,2022-10-14,Europe,Technology,481.32,-55.05,CUST220,2022,October
ORD8880,2022-06-03,Europe,Technology,306.15,58.08,CUST220,2022,June
ORD5480,2023-03-31,USA,Furniture,72.71,-19.79,CUST457,2023,March
ORD3878,2023-07-31,Europe,Technology,194.84,2.77,CUST221,2023,July
ORD3941,2022-06-13,Europe,Technology,184.08,-48.45,CUST221,2022,June
ORD7696,2023-03-15,Asia,Technology,399.22,-90.34,CUST221,2023,March
ORD8722,2022-04-03,Unknown,Technology,410.1,-61.97,CUST221,2022,April
ORD1220,2022-05-10,Asia,Furniture,62.65,3.15,CUST222,2022,May
ORD1552,2022-09-30,Asia,Furniture,425.97,-65.9,CUST222,2022,September
ORD2666,2022-07-11,Asia,Office Supplies,378.84,-54.25,CUST222,2022,July
ORD3283,2023-05-30,USA,Furniture,72.77,11.78,CUST450,2023,May
ORD3517,2023-03-11,Asia,Technology,492.98,-96.75,CUST222,2023,March
ORD3756,2022-03-19,USA,Office Supplies,72.82,11.11,CUST787,2022,March
ORD5292,2022-03-23,Asia,Furniture,116.24,-18.66,CUST222,2022,March
ORD6923,2023-03-03,USA,Office Supplies,73.21,-4.16,CUST579,2023,March
ORD7369,2022-12-11,Unknown,Technology,62.62,7.44,CUST222,2022,December
ORD6275,2022-10-10,USA,Technology,73.62,17.73,CUST970,2022,October
ORD7781,2023-04-27,Asia,Technology,338.59,-25.38,CUST222,2023,April
ORD3179,2022-02-19,Europe,Technology,189.52,-23.3,CUST223,2022,February
ORD3195,2022-08-14,Europe,Office Supplies,270.99,15.46,CUST223,2022,August
ORD3246,2022-06-09,Europe,Furniture,258.02,-62.56,CUST223,2022,June
ORD6600,2022-01-17,Asia,Furniture,94.35,-9.02,CUST223,2022,January
ORD7467,2023-08-05,Asia,Office Supplies,376.77,60.74,CUST223,2023,August
ORD7727,2023-04-15,Europe,Furniture,393.52,-86.95,CUST223,2023,April
ORD8538,2023-01-19,Asia,Furniture,336.3,-36.95,CUST223,2023,January
ORD3275,2023-03-22,USA,Furniture,73.73,-1.94,CUST235,2023,March
ORD1782,2023-08-01,Asia,Furniture,279.41,-51.44,CUST224,2023,August
ORD3948,2022-04-14,USA,Furniture,73.78,-4.61,CUST988,2022,April
ORD2348,2022-04-23,Asia,Office Supplies,91.16,22.08,CUST224,2022,April
ORD3563,2023-01-05,USA,Technology,73.79,-3.67,CUST242,2023,January
ORD3953,2022-09-25,Unknown,Office Supplies,270.85,-67.98,CUST224,2022,September
ORD4115,2022-11-16,Europe,Office Supplies,389.9,-0.31,CUST224,2022,November
ORD5257,2023-03-26,Asia,Office Supplies,395.01,84.68,CUST224,2023,March
ORD2157,2023-02-22,USA,Furniture,74.12,14.14,CUST726,2023,February
ORD8239,2022-06-10,Asia,Office Supplies,166.59,-18.7,CUST224,2022,June
ORD8371,2022-04-11,Asia,Office Supplies,204.05,-46.81,CUST224,2022,April
ORD8896,2023-03-18,Unknown,Technology,497.07,-32.34,CUST224,2023,March
ORD1748,2023-12-15,USA,Technology,74.81,-2.21,CUST533,2023,December
ORD6159,2023-04-24,Europe,Furniture,435.56,-120.03,CUST225,2023,April
ORD5853,2022-10-03,USA,Office Supplies,74.82,15.22,CUST218,2022,October
ORD8351,2022-07-19,USA,Furniture,75.14,17.9,CUST920,2022,July
ORD7740,2023-11-22,USA,Furniture,75.36,18.2,CUST277,2023,November
ORD3067,2022-11-27,USA,Technology,76.59,-17.44,CUST948,2022,November
ORD5481,2023-09-13,USA,Technology,76.73,19.08,CUST512,2023,September
ORD4838,2023-10-07,Asia,Office Supplies,39.98,7.38,CUST226,2023,October
ORD7921,2022-04-27,USA,Office Supplies,77.2,-0.19,CUST909,2022,April
ORD8512,2022-08-09,Asia,Office Supplies,196.17,-7.21,CUST226,2022,August
ORD1198,2022-04-23,Europe,Office Supplies,257.64,56.25,CUST227,2022,April
ORD1292,2022-09-11,Asia,Furniture,273.76,-72.33,CUST227,2022,September
ORD4340,2022-02-10,Europe,Technology,327.99,-44.0,CUST227,2022,February
ORD4117,2023-01-11,USA,Office Supplies,77.66,2.74,CUST815,2023,January
ORD5676,2022-05-02,Europe,Office Supplies,171.71,6.3,CUST227,2022,May
ORD5889,2022-09-17,Unknown,Technology,209.03,13.13,CUST227,2022,September
ORD8121,2022-04-29,USA,Technology,77.73,15.94,CUST613,2022,April
ORD7426,2022-03-08,Europe,Furniture,44.55,7.48,CUST227,2022,March
ORD7906,2022-04-24,Asia,Technology,116.37,19.98,CUST227,2022,April
ORD8854,2022-06-12,Asia,Technology,116.51,17.39,CUST227,2022,June
ORD1401,2023-10-27,Europe,Office Supplies,360.18,-49.28,CUST228,2023,October
ORD1500,2023-06-29,Europe,Technology,477.96,-96.79,CUST228,2023,June
ORD5167,2023-04-22,USA,Office Supplies,77.82,-19.33,CUST202,2023,April
ORD4561,2023-07-01,Europe,Furniture,199.22,16.87,CUST228,2023,July
ORD5579,2022-10-16,Asia,Office Supplies,436.51,85.73,CUST228,2022,October
ORD7253,2023-03-04,Asia,Furniture,230.68,52.24,CUST228,2023,March
ORD1837,2023-06-18,USA,Furniture,77.95,19.68,CUST137,2023,June
ORD5612,2023-06-21,USA,Furniture,78.0,2.28,CUST762,2023,June
ORD8995,2022-03-25,Europe,Technology,204.14,-60.31,CUST228,2022,March
ORD1771,2022-04-28,Europe,Technology,115.98,-29.86,CUST229,2022,April
ORD2949,2022-10-03,USA,Technology,78.12,-19.92,CUST348,2022,October
ORD5652,2023-12-17,Asia,Furniture,377.55,-47.65,CUST229,2023,December
ORD6034,2023-05-18,Asia,Furniture,482.79,142.1,CUST229,2023,May
ORD7389,2023-05-06,Europe,Technology,339.01,-15.12,CUST229,2023,May
ORD7560,2022-06-21,Asia,Technology,281.34,-16.21,CUST229,2022,June
ORD8149,2023-06-04,Asia,Technology,36.95,-0.5,CUST229,2023,June
ORD3202,2023-02-23,USA,Office Supplies,78.22,-5.53,CUST181,2023,February
ORD8984,2022-10-29,USA,Technology,78.37,-13.03,CUST414,2022,October
ORD2605,2023-07-25,USA,Technology,78.46,-22.9,CUST849,2023,July
ORD2579,2023-03-30,Europe,Technology,259.52,12.38,CUST230,2023,March
ORD2795,2023-10-22,Europe,Technology,413.59,55.22,CUST230,2023,October
ORD3100,2022-10-27,Asia,Furniture,367.45,-86.51,CUST230,2022,October
ORD3881,2022-01-22,Asia,Furniture,369.95,-8.25,CUST230,2022,January
ORD5427,2023-11-22,Asia,Technology,59.13,7.29,CUST230,2023,November
ORD5839,2022-05-05,Europe,Office Supplies,110.03,-18.87,CUST230,2022,May
ORD6391,2023-10-19,Europe,Office Supplies,354.14,-80.01,CUST230,2023,October
ORD3761,2023-02-04,USA,Technology,78.53,4.82,CUST956,2023,February
ORD7118,2022-05-14,Europe,Furniture,279.0,-45.11,CUST230,2022,May
ORD2194,2022-02-01,USA,Office Supplies,78.6,9.09,CUST109,2022,February
ORD1413,2022-02-23,USA,Technology,78.63,16.56,CUST990,2022,February
ORD8702,2023-12-11,Europe,Office Supplies,207.47,11.23,CUST230,2023,December
ORD8768,2023-04-19,Asia,Office Supplies,36.41,1.93,CUST230,2023,April
ORD3497,2022-08-20,Europe,Technology,76.36,-8.47,CUST231,2022,August
ORD4185,2023-08-02,Europe,Technology,163.05,-48.39,CUST231,2023,August
ORD4943,2022-12-20,Europe,Office Supplies,414.47,-9.68,CUST231,2022,December
ORD5450,2022-09-09,Europe,Office Supplies,110.5,4.18,CUST231,2022,September
ORD6066,2022-11-06,USA,Office Supplies,78.76,20.97,CUST807,2022,November
ORD7535,2023-07-20,USA,Technology,79.55,-0.36,CUST701,2023,July
ORD5747,2023-01-31,Europe,Technology,256.6,7.11,CUST231,2023,January
ORD5826,2023-02-19,USA,Technology,79.57,-22.34,CUST545,2023,February
ORD1616,2023-10-10,Europe,Office Supplies,483.39,78.06,CUST232,2023,October
ORD4061,2023-04-05,Europe,Furniture,20.12,-2.65,CUST232,2023,April
ORD5386,2023-01-12,USA,Technology,79.79,0.04,CUST975,2023,January
ORD4729,2022-04-10,Unknown,Furniture,301.54,75.36,CUST232,2022,April
ORD8039,2023-07-10,Unknown,Office Supplies,317.34,17.33,CUST232,2023,July
ORD1125,2022-04-09,Europe,Office Supplies,284.14,50.11,CUST233,2022,April
ORD3513,2022-03-28,Europe,Furniture,216.5,64.23,CUST233,2022,March
ORD6149,2023-10-23,Europe,Office Supplies,158.82,7.81,CUST233,2023,October
ORD6404,2022-09-26,Asia,Furniture,192.55,25.58,CUST233,2022,September
ORD7277,2023-04-28,Asia,Office Supplies,23.98,6.63,CUST233,2023,April
ORD2574,2022-02-07,USA,Office Supplies,80.27,-18.09,CUST898,2022,February
ORD7920,2023-03-03,Asia,Office Supplies,341.05,4.11,CUST233,2023,March
ORD8400,2023-07-15,Europe,Furniture,360.64,74.06,CUST233,2023,July
ORD6106,2023-08-19,USA,Furniture,80.52,-2.14,CUST576,2023,August
ORD2049,2022-04-14,Asia,Technology,103.93,6.69,CUST234,2022,April
ORD2062,2022-10-16,Europe,Technology,361.73,84.51,CUST234,2022,October
ORD5099,2023-05-30,Asia,Furniture,460.41,-44.38,CUST234,2023,May
ORD8174,2022-10-21,Asia,Furniture,106.04,1.47,CUST234,2022,October
ORD3831,2022-07-22,USA,Furniture,80.65,-4.52,CUST102,2022,July
ORD8521,2023-06-17,Europe,Technology,198.21,-23.79,CUST234,2023,June
ORD1175,2023-01-20,Asia,Technology,116.12,-7.86,CUST235,2023,January
ORD2416,2023-07-25,Europe,Technology,486.32,10.95,CUST235,2023,July
ORD3251,2022-03-08,Unknown,Office Supplies,391.06,57.91,CUST235,2022,March
ORD7328,2023-06-17,USA,Technology,80.69,-8.74,CUST623,2023,June
ORD3619,2023-04-08,Europe,Furniture,259.13,56.42,CUST235,2023,April
ORD7053,2022-10-05,Unknown,Technology,232.65,8.2,CUST235,2022,October
ORD4782,2022-04-14,USA,Furniture,80.73,16.55,CUST902,2022,April
ORD8151,2023-09-28,Asia,Office Supplies,485.59,-106.21,CUST235,2023,September
ORD3152,2022-03-25,USA,Technology,81.16,-19.88,CUST456,2022,March
ORD8304,2023-02-25,Asia,Technology,37.12,10.35,CUST236,2023,February
ORD8449,2023-10-30,Europe,Office Supplies,206.77,-49.97,CUST236,2023,October
ORD3483,2022-04-15,Unknown,Office Supplies,375.81,98.7,CUST237,2022,April
ORD5912,2023-10-05,Europe,Office Supplies,299.04,53.9,CUST237,2023,October
ORD7804,2022-11-23,Europe,Technology,451.15,-118.01,CUST237,2022,November
ORD5891,2023-10-17,USA,Furniture,81.26,-21.46,CUST804,2023,October
ORD3132,2023-10-20,Europe,Technology,47.16,-6.89,CUST238,2023,October
ORD3396,2023-10-04,Europe,Furniture,58.68,7.22,CUST238,2023,October
ORD5378,2023-01-02,Europe,Furniture,232.71,65.44,CUST238,2023,January
ORD2704,2022-05-10,Asia,Technology,274.9,54.76,CUST239,2022,May
ORD7392,2022-01-10,USA,Office Supplies,81.89,-21.03,CUST164,2022,January
ORD6557,2022-04-26,Europe,Office Supplies,213.11,-0.56,CUST239,2022,April
ORD1153,2023-06-09,USA,Technology,82.63,-18.56,CUST944,2023,June
ORD2102,2022-05-14,Asia,Office Supplies,433.36,-44.35,CUST240,2022,May
ORD3212,2022-11-16,Asia,Technology,189.47,25.99,CUST240,2022,November
ORD4422,2022-11-01,Asia,Technology,65.1,5.27,CUST240,2022,November
ORD3161,2022-04-28,USA,Office Supplies,82.8,-3.28,CUST415,2022,April
ORD6198,2022-12-08,Europe,Furniture,31.12,6.71,CUST240,2022,December
ORD6736,2022-10-30,Asia,Office Supplies,52.92,-0.78,CUST240,2022,October
ORD8671,2022-11-07,Europe,Office Supplies,312.0,68.36,CUST240,2022,November
ORD7902,2023-03-18,USA,Technology,83.07,-24.45,CUST393,2023,March
ORD2366,2022-12-31,Asia,Furniture,356.15,80.19,CUST241,2022,December
ORD2366,2022-12-31,Asia,Furniture,356.15,80.19,CUST241,2022,December
ORD4548,2022-10-19,Europe,Furniture,196.97,-18.74,CUST241,2022,October
ORD1162,2023-10-08,USA,Furniture,83.24,-6.77,CUST909,2023,October
ORD4462,2022-03-05,USA,Office Supplies,83.29,-18.21,CUST123,2022,March
ORD7048,2022-02-08,USA,Furniture,83.4,10.43,CUST337,2022,February
ORD7188,2023-09-14,Europe,Furniture,218.18,0.21,CUST241,2023,September
ORD7762,2023-05-14,Asia,Office Supplies,124.44,-11.32,CUST241,2023,May
ORD8282,2023-06-28,Asia,Technology,289.21,1.05,CUST241,2023,June
ORD3094,2022-06-03,Europe,Furniture,269.51,-27.87,CUST242,2022,June
ORD3409,2023-05-09,Asia,Technology,133.39,-35.61,CUST242,2023,May
ORD2304,2022-04-19,USA,Furniture,83.62,1.66,CUST878,2022,April
ORD4800,2022-01-12,Europe,Office Supplies,252.28,27.07,CUST242,2022,January
ORD5392,2022-02-08,Unknown,Furniture,203.36,-12.73,CUST242,2022,February
ORD5843,2022-03-09,Europe,Technology,222.98,60.81,CUST242,2022,March
ORD6612,2023-10-25,Europe,Furniture,111.64,9.98,CUST242,2023,October
ORD8565,2022-07-30,USA,Office Supplies,83.63,21.39,CUST590,2022,July
ORD2871,2022-04-03,Europe,Office Supplies,337.07,8.95,CUST243,2022,April
ORD4808,2023-09-15,Asia,Technology,300.62,-50.13,CUST243,2023,September
ORD7006,2023-10-12,USA,Office Supplies,83.82,24.35,CUST781,2023,October
ORD6536,2022-02-16,Europe,Technology,164.26,-15.12,CUST243,2022,February
ORD1483,2022-06-29,Asia,Technology,326.12,3.06,CUST244,2022,June
ORD2177,2022-03-25,Asia,Technology,213.82,-51.99,CUST244,2022,March
ORD4384,2023-03-19,Asia,Furniture,300.85,26.31,CUST244,2023,March
ORD5947,2023-09-23,Europe,Office Supplies,346.44,3.65,CUST244,2023,September
ORD8835,2023-09-18,USA,Office Supplies,83.92,-1.57,CUST940,2023,September
ORD8447,2022-07-26,Asia,Technology,477.12,135.74,CUST244,2022,July
ORD8935,2023-11-07,Asia,Technology,247.0,15.69,CUST244,2023,November
ORD8025,2022-05-01,USA,Technology,84.05,22.45,CUST791,2022,May
ORD3605,2022-08-26,Asia,Office Supplies,153.81,-42.88,CUST245,2022,August
ORD4748,2022-08-15,Europe,Office Supplies,121.7,7.79,CUST245,2022,August
ORD7399,2022-01-15,USA,Office Supplies,84.13,-24.3,CUST296,2022,January
ORD6135,2023-12-02,USA,Office Supplies,84.3,1.92,CUST942,2023,December
ORD7108,2023-06-07,Europe,Office Supplies,9.58,0.52,CUST245,2023,June
ORD1235,2023-09-02,Europe,Furniture,279.46,74.96,CUST246,2023,September
ORD6373,2023-01-20,USA,Office Supplies,84.48,16.36,CUST644,2023,January
ORD1244,2023-04-09,USA,Office Supplies,84.67,8.17,CUST710,2023,April
ORD1845,2023-06-30,Asia,Office Supplies,494.18,-114.78,CUST246,2023,June
ORD1875,2022-08-04,Asia,Technology,449.64,59.08,CUST246,2022,August
ORD2229,2023-03-19,Unknown,Technology,466.65,-30.77,CUST246,2023,March
ORD2342,2022-01-29,Asia,Office Supplies,250.95,1.55,CUST246,2022,January
ORD3543,2022-05-18,Europe,Furniture,142.26,-9.92,CUST246,2022,May
ORD4412,2022-02-28,Europe,Furniture,235.97,66.91,CUST246,2022,February
ORD4737,2022-01-28,Europe,Technology,78.8,-12.13,CUST246,2022,January
ORD5517,2023-09-22,Asia,Office Supplies,454.39,17.5,CUST246,2023,September
ORD2109,2022-08-06,USA,Furniture,84.73,22.94,CUST293,2022,August
ORD7090,2022-06-10,Asia,Office Supplies,450.0,-100.63,CUST246,2022,June
ORD2689,2022-03-20,Europe,Technology,222.17,38.16,CUST247,2022,March
ORD3861,2022-10-16,Unknown,Office Supplies,263.78,20.09,CUST247,2022,October
ORD3812,2023-09-10,USA,Furniture,84.75,-11.44,CUST809,2023,September
ORD6780,2022-05-05,USA,Furniture,84.8,24.24,CUST611,2022,May
ORD4985,2023-10-15,Asia,Technology,394.51,33.1,CUST247,2023,October
ORD5466,2023-07-27,USA,Technology,85.26,6.59,CUST452,2023,July
ORD5957,2022-03-05,Asia,Office Supplies,470.81,32.88,CUST247,2022,March
ORD8595,2022-10-12,USA,Technology,85.34,20.17,CUST868,2022,October
ORD6765,2023-03-11,Asia,Technology,295.04,-83.72,CUST247,2023,March
ORD8104,2023-01-22,Asia,Office Supplies,419.46,115.8,CUST247,2023,January
ORD8138,2022-01-12,Europe,Office Supplies,265.94,-32.82,CUST247,2022,January
ORD8398,2022-06-19,Asia,Office Supplies,240.18,26.42,CUST247,2022,June
ORD1026,2022-06-10,Asia,Office Supplies,253.64,-22.86,CUST248,2022,June
ORD1667,2022-07-22,USA,Office Supplies,85.56,8.6,CUST502,2022,July
ORD2048,2023-09-08,Asia,Office Supplies,135.42,17.32,CUST248,2023,September
ORD3163,2023-12-27,Europe,Office Supplies,333.54,86.83,CUST248,2023,December
ORD4497,2023-04-10,Asia,Furniture,216.15,-57.51,CUST248,2023,April
ORD1297,2022-04-09,USA,Office Supplies,85.64,-10.16,CUST317,2022,April
ORD4842,2022-05-23,Asia,Technology,29.67,-2.81,CUST248,2022,May
ORD5970,2023-04-30,Unknown,Office Supplies,489.72,59.18,CUST248,2023,April
ORD6379,2022-12-01,Europe,Technology,110.42,27.86,CUST248,2022,December
ORD5960,2023-06-07,USA,Technology,85.87,6.81,CUST227,2023,June
ORD7104,2022-07-05,USA,Technology,85.87,9.82,CUST185,2022,July
ORD8988,2023-08-28,USA,Technology,85.91,2.53,CUST642,2023,August
ORD4675,2023-03-28,USA,Technology,86.03,-1.49,CUST573,2023,March
ORD7200,2022-06-20,Europe,Technology,452.77,-102.57,CUST249,2022,June
ORD1138,2022-01-15,Asia,Technology,301.37,66.24,CUST250,2022,January
ORD8936,2023-05-17,USA,Technology,86.14,0.12,CUST387,2023,May
ORD4303,2023-11-09,USA,Office Supplies,86.29,-10.11,CUST393,2023,November
ORD6052,2022-02-17,Europe,Furniture,318.1,77.64,CUST250,2022,February
ORD5849,2023-03-26,USA,Technology,86.35,-5.81,CUST177,2023,March
ORD7167,2023-07-11,Europe,Office Supplies,141.1,-12.83,CUST250,2023,July
ORD7733,2022-12-29,Asia,Furniture,142.11,11.2,CUST250,2022,December
ORD7837,2022-01-27,Europe,Office Supplies,50.41,5.67,CUST250,2022,January
ORD8370,2023-02-24,Asia,Furniture,266.4,-25.06,CUST250,2023,February
ORD4787,2023-11-13,USA,Furniture,86.79,-22.42,CUST149,2023,November
ORD2962,2023-09-24,Asia,Technology,38.28,3.98,CUST251,2023,September
ORD3724,2022-07-30,Asia,Office Supplies,43.32,2.79,CUST251,2022,July
ORD3819,2023-09-11,Asia,Technology,490.87,75.07,CUST251,2023,September
ORD5572,2023-02-16,Asia,Furniture,226.19,-56.23,CUST251,2023,February
ORD5149,2022-03-22,USA,Technology,87.09,-4.23,CUST198,2022,March
ORD1490,2022-01-16,Europe,Furniture,160.63,3.69,CUST252,2022,January
ORD1913,2022-08-16,Asia,Furniture,212.17,10.12,CUST252,2022,August
ORD4361,2023-10-31,Asia,Technology,152.09,1.25,CUST252,2023,October
ORD8863,2022-06-30,USA,Office Supplies,87.3,18.62,CUST356,2022,June
ORD6559,2022-04-09,Asia,Office Supplies,34.11,-8.43,CUST252,2022,April
ORD7287,2023-02-23,Asia,Technology,171.05,-41.66,CUST252,2023,February
ORD2948,2022-05-13,USA,Office Supplies,87.35,20.22,CUST612,2022,May
ORD8233,2022-06-26,Europe,Furniture,464.0,65.58,CUST252,2022,June
ORD8614,2022-09-22,Europe,Furniture,35.38,9.23,CUST252,2022,September
ORD1060,2023-03-31,Asia,Technology,66.26,3.04,CUST253,2023,March
ORD2290,2023-06-10,Europe,Furniture,366.86,109.65,CUST253,2023,June
ORD3781,2022-09-18,USA,Technology,87.53,15.94,CUST796,2022,September
ORD3379,2023-10-15,Asia,Technology,487.72,-0.88,CUST253,2023,October
ORD3729,2023-06-26,Asia,Technology,212.65,-44.35,CUST253,2023,June
ORD4527,2022-10-04,Asia,Technology,388.87,-49.49,CUST253,2022,October
ORD5682,2022-03-03,Europe,Office Supplies,347.59,55.06,CUST253,2022,March
