OrderID,OrderDate,Region,Category,Sales,Profit,CustomerID
ORD4395,9/19/2022,USA,Technology,52.53,-3.4,CUST672
ORD3354,9/23/2022,Europe,Furniture,193.81,44.79,CUST193
ORD8843,10/12/2023,USA,Furniture,52.62,-8.85,CUST164
ORD2954,10/11/2022,US,Office Supplies,52.97,8.62,CUST817
ORD5387,2/10/2022,Europe,Furniture,186.73,1.85,CUST193
ORD6584,10/31/2022,USA,Office Supplies,53.36,4.23,CUST113
ORD8023,6/10/2022,US,Office Supplies,54.43,-0.99,CUST350
ORD8543,10/4/2022,Europe,Furniture,233.14,21.27,CUST193
ORD1360,9/10/2022,Europe,Office Supplies,166.21,-38.59,CUST194
ORD3908,10/17/2023,EU,Office Supplies,166.37,-37,CUST194
ORD4478,6/8/2023,US,Technology,54.66,-5.87,CUST397
ORD4810,4/2/2023,Europe,Technology,100.48,-7.68,CUST194
ORD6201,7/11/2022,Europe,Office Supplies,336.53,69.73,CUST194
ORD7062,9/12/2022,EU,Technology,459.15,43.76,CUST194
ORD2420,10/15/2022,USA,Furniture,54.9,-5.42,CUST179
ORD8209,8/20/2022,Europe,Furniture,409.37,-8.54,CUST194
ORD1291,4/14/2022,EU,Office Supplies,350.81,0.85,CUST195
ORD2451,7/2/2022,asia ,Technology,208.4,-47.46,CUST195
ORD2528,11/26/2022,EU,Furniture,315.53,-66.69,CUST195
ORD2528,11/26/2022,EU,Furniture,315.53,-66.69,CUST195
ORD5269,8/3/2022,US,Office Supplies,55.2,3.38,CUST806
ORD6039,2/9/2022,Europe,Office Supplies,258.44,59.19,CUST195
ORD8317,9/12/2022,Asia,Office Supplies,476.65,-34.64,CUST195
ORD8853,12/24/2022,Asia,Office Supplies,228.82,-30.33,CUST195
ORD5687,5/4/2022,USA,Furniture,55.55,-14.34,CUST110
ORD2104,1/23/2022,asia ,Furniture,392.92,108.93,CUST196
ORD2526,5/8/2023,asia ,Furniture,65.93,-4.19,CUST196
ORD2981,6/10/2022,Europe,Technology,81.91,-21.18,CUST196
ORD5462,7/24/2022,Europe,Office Supplies,282.17,-33.78,CUST196
ORD3731,4/27/2022,USA,Technology,56.62,-2.69,CUST481
ORD5768,1/23/2023,Europe,Technology,278.33,-78.49,CUST196
ORD2354,9/15/2023,US,Technology,56.88,4.85,CUST491
ORD1479,12/23/2022,Asia,Technology,381.05,-33.71,CUST197
ORD2105,12/12/2022,,Technology,206.97,-16.72,CUST197
ORD2663,4/29/2023,EU,Furniture,38.5,-7.5,CUST197
ORD2607,12/29/2022,USA,Office Supplies,56.93,-3.88,CUST729
ORD3186,5/26/2022,Asia,Furniture,290.21,-47.38,CUST197
ORD3587,10/15/2022,USA,Technology,56.97,4.89,CUST266
ORD3348,2/9/2023,EU,Technology,243.16,-72.12,CUST197
ORD3436,3/31/2023,Asia,Furniture,147.48,1.62,CUST197
ORD5246,7/23/2023,Asia,Office Supplies,333.63,1.78,CUST197
ORD5349,9/2/2023,Europe,Office Supplies,434.57,85.65,CUST197
ORD3074,3/6/2022,USA,Technology,57.07,-3.69,CUST199
ORD2293,8/25/2022,USA,Furniture,57.28,-13.1,CUST883
ORD7172,5/11/2023,EU,Technology,411.49,-83.25,CUST197
ORD1384,6/22/2023,Europe,Office Supplies,375.68,24.13,CUST198
ORD3407,6/5/2022,,Furniture,431.65,-109.31,CUST198
ORD3951,4/13/2023,Europe,Furniture,343.3,-102.96,CUST198
ORD3797,8/19/2023,US,Furniture,57.41,9.47,CUST146
ORD5865,7/16/2023,Asia,Furniture,115.77,-33.4,CUST198
ORD6063,7/7/2022,Asia,Furniture,469.14,-82.43,CUST198
ORD6468,7/11/2023,Europe,Furniture,391.08,-63.93,CUST198
ORD6645,1/2/2023,asia ,Technology,384.67,-113.36,CUST198
ORD6992,7/30/2023,EU,Office Supplies,210.84,13.43,CUST198
ORD1590,8/11/2022,Europe,Furniture,130.84,-38.78,CUST199
ORD1732,11/20/2023,Europe,Technology,152.35,-27.24,CUST199
ORD8860,4/9/2023,US,Office Supplies,57.53,9.67,CUST917
ORD2429,6/3/2023,Europe,Office Supplies,125.24,-14.16,CUST199
ORD2714,1/21/2022,asia ,Furniture,359.78,-28.46,CUST199
ORD7676,2/26/2023,USA,Office Supplies,57.74,10.83,CUST395
ORD2156,4/20/2023,USA,Technology,58.12,-9.31,CUST750
ORD4504,2/17/2022,Asia,Technology,34.9,-8.41,CUST199
ORD5447,11/11/2023,Europe,Furniture,229.01,23.16,CUST199
ORD6965,3/5/2023,USA,Technology,58.14,12.67,CUST523
ORD4740,6/24/2023,USA,Office Supplies,58.2,14.41,CUST524
ORD6942,9/21/2023,asia ,Furniture,183.6,4.41,CUST199
ORD7259,10/25/2023,EU,Office Supplies,329.9,-80.72,CUST199
ORD2262,3/23/2022,US,Furniture,58.37,-13.63,CUST288
ORD7685,9/17/2022,EU,Technology,359.93,38.43,CUST199
ORD8241,8/24/2023,,Office Supplies,6.03,-0.56,CUST199
ORD8457,2/14/2022,,Office Supplies,36.27,-1.78,CUST199
ORD3788,10/3/2023,US,Furniture,58.39,-16.51,CUST801
ORD3675,7/20/2023,EU,Office Supplies,208.9,-21.39,CUST200
ORD4822,7/14/2022,asia ,Technology,416.22,-43.35,CUST200
ORD5063,4/20/2023,EU,Office Supplies,139,2.73,CUST200
ORD3809,9/24/2023,USA,Office Supplies,58.53,11.73,CUST743
ORD6320,4/1/2022,Europe,Technology,201.84,30.19,CUST200
ORD6480,7/26/2023,,Office Supplies,249.74,-47.06,CUST200
ORD7672,10/5/2022,asia ,Office Supplies,481.11,59.02,CUST200
ORD7704,2/25/2022,USA,Furniture,59.32,13.58,CUST219
ORD1374,6/4/2022,Europe,Furniture,,87.15,CUST201
ORD1374,6/4/2022,Europe,Furniture,,87.15,CUST201
ORD2007,8/24/2022,Asia,Office Supplies,438.15,83.28,CUST201
ORD3784,8/25/2023,asia ,Technology,236.49,24.12,CUST201
ORD6200,5/8/2023,US,Furniture,59.5,-2.54,CUST517
ORD6234,10/15/2022,USA,Office Supplies,59.61,8.29,CUST683
ORD2084,6/6/2022,EU,Technology,342.44,18.59,CUST202
ORD2667,1/17/2022,Asia,Technology,165.01,-15.53,CUST202
ORD3133,1/2/2022,Asia,Furniture,300.71,-44.88,CUST202
ORD3657,4/14/2022,Asia,Office Supplies,,2.45,CUST202
ORD4447,3/11/2023,EU,Office Supplies,266.62,-27.76,CUST202
ORD8324,8/25/2023,USA,Technology,59.66,-2.18,CUST291
ORD5298,8/6/2023,Europe,Office Supplies,190.36,-3.86,CUST202
ORD7442,3/15/2022,,Office Supplies,82.19,-20.77,CUST202
ORD8118,1/14/2022,Europe,Furniture,,27.71,CUST202
ORD8553,4/19/2022,,Furniture,420.86,99.61,CUST202
ORD8849,3/23/2022,Asia,Technology,388.73,108.78,CUST202
ORD5108,11/2/2022,EU,Technology,211.34,62.5,CUST203
ORD5320,8/19/2023,EU,Office Supplies,324.56,-91.17,CUST203
ORD7091,12/3/2023,asia ,Furniture,231.74,-52.93,CUST203
ORD7775,7/26/2022,asia ,Technology,,10.41,CUST203
ORD2119,5/13/2022,US,Technology,59.67,-2.62,CUST169
ORD3093,8/9/2022,asia ,Furniture,480.93,11.72,CUST204
ORD4292,4/28/2022,Europe,Furniture,247.59,42.91,CUST204
ORD5620,5/24/2022,USA,Technology,60.49,-0.76,CUST539
ORD1543,10/26/2023,,Technology,288.82,64.18,CUST205
ORD5620,5/24/2022,USA,Technology,60.49,-0.76,CUST539
ORD5058,4/22/2022,USA,Technology,60.82,14.79,CUST349
ORD3395,12/11/2022,US,Office Supplies,61.01,5.79,CUST740
ORD5674,5/22/2023,Asia,Technology,256.2,63.91,CUST205
ORD7611,9/13/2022,US,Furniture,61.07,12.23,CUST199
ORD7429,1/1/2023,Europe,Office Supplies,51.97,14.06,CUST205
ORD8510,9/1/2023,asia ,Technology,314.57,72.51,CUST205
ORD1359,7/10/2022,Asia,Furniture,74.59,5.57,CUST206
ORD1528,5/8/2023,Europe,Office Supplies,35.81,-4.88,CUST206
ORD2707,1/22/2022,EU,Furniture,,103.46,CUST206
ORD8845,11/13/2023,US,Office Supplies,61.59,-8.88,CUST413
ORD3952,3/30/2023,asia ,Office Supplies,13.73,3.29,CUST206
ORD6377,3/2/2023,Asia,Technology,471.39,6.05,CUST206
ORD6998,3/28/2022,EU,Office Supplies,362.48,75.11,CUST206
ORD4501,11/18/2023,USA,Furniture,62.28,3.5,CUST880
ORD7543,11/23/2022,Asia,Technology,195.06,53.59,CUST206
ORD7999,10/29/2022,Europe,Furniture,474.53,-22.5,CUST206
ORD3208,3/18/2022,USA,Furniture,62.34,-13.92,CUST630
ORD3769,9/11/2022,US,Furniture,63.27,-1.42,CUST967
ORD1361,6/10/2022,EU,Office Supplies,20.09,-2.95,CUST207
ORD1524,9/9/2023,Asia,Technology,189.6,-12.89,CUST207
ORD2654,8/21/2022,asia ,Technology,289.84,60.74,CUST207
ORD4272,11/20/2022,US,Furniture,63.73,-10.57,CUST697
ORD3304,7/4/2023,Asia,Office Supplies,397.86,54.63,CUST207
ORD3339,8/4/2022,EU,Technology,487.91,-138.95,CUST207
ORD5354,10/28/2022,US,Technology,63.95,-4.88,CUST970
ORD6263,8/2/2023,,Office Supplies,286.59,-64.48,CUST207
ORD8773,8/15/2022,Asia,Office Supplies,327.28,32.58,CUST207
ORD1991,10/12/2023,Europe,Furniture,192.93,6.09,CUST208
ORD2788,2/15/2022,EU,Furniture,193.32,-54.47,CUST208
ORD3075,3/17/2022,asia ,Technology,164.8,-16.75,CUST208
ORD6158,12/30/2022,Europe,Technology,49.79,13.1,CUST208
ORD6752,11/18/2022,Europe,Office Supplies,319.52,-79.94,CUST208
ORD6891,11/10/2023,Europe,Office Supplies,465.72,-112.93,CUST208
ORD7939,4/27/2022,Europe,Technology,73.71,19.33,CUST208
ORD3405,5/29/2022,asia ,Furniture,234.85,-46.38,CUST209
ORD4656,6/3/2022,Asia,Technology,270.63,66.36,CUST209
ORD5900,2/8/2023,asia ,Office Supplies,467.15,-99.66,CUST209
ORD7010,1/16/2023,Europe,Furniture,424.23,-11.63,CUST209
ORD7310,11/9/2022,asia ,Office Supplies,,-82.82,CUST209
ORD8024,6/22/2023,EU,Office Supplies,74.44,-11.62,CUST209
ORD1981,10/16/2023,Asia,Furniture,248.75,-28.23,CUST210
ORD2074,8/21/2023,asia ,Furniture,99.64,18.09,CUST210
ORD3537,3/18/2023,Europe,Office Supplies,354.25,-79.32,CUST210
ORD5076,10/17/2022,Asia,Furniture,381.46,22.63,CUST210
ORD7649,5/18/2023,USA,Technology,63.98,-8.21,CUST138
ORD2469,2/18/2023,USA,Office Supplies,64.29,-5,CUST934
ORD2634,6/8/2023,USA,Office Supplies,331.09,-79.95,
ORD1865,11/23/2023,EU,Technology,,9.12,CUST211
ORD8097,1/13/2023,US,Furniture,64.87,19.03,CUST151
ORD3915,1/16/2023,Asia,Furniture,217.32,-63.72,CUST211
ORD4529,7/13/2022,Asia,Technology,182.62,19.28,CUST211
ORD4875,7/13/2023,Europe,Technology,186.57,37.38,CUST211
ORD3375,1/12/2022,USA,Technology,65.76,-3.2,CUST784
ORD2313,2/3/2022,USA,Furniture,66.46,4.27,CUST497
ORD7606,7/13/2023,Asia,Technology,123.99,28.02,CUST211
ORD7994,12/21/2022,EU,Furniture,124.11,9.29,CUST211
ORD2313,2/3/2022,USA,Furniture,66.46,4.27,CUST497
ORD1451,8/25/2022,asia ,Office Supplies,260.84,-33.2,CUST212
ORD1690,2/12/2023,Europe,Furniture,329.8,-1.73,CUST212
ORD6980,2/18/2023,USA,Office Supplies,66.64,0.21,CUST996
ORD5072,6/13/2022,EU,Furniture,155.42,12.85,CUST212
ORD5388,6/19/2022,US,Furniture,66.83,-18.59,CUST654
ORD6990,7/13/2023,Asia,Furniture,207.18,-52.69,CUST212
ORD7651,5/12/2022,asia ,Technology,165.29,31.77,CUST212
ORD8460,3/3/2022,Europe,Technology,295.45,83.25,CUST212
ORD3855,6/27/2022,USA,Technology,67.34,1.55,CUST441
ORD2024,1/5/2022,Europe,Technology,255.43,64.34,CUST213
ORD2045,5/25/2022,Europe,Technology,104.32,-0.85,CUST213
ORD2613,7/10/2022,Asia,Technology,452.09,94.34,CUST213
ORD2613,7/10/2022,Asia,Technology,452.09,94.34,CUST213
ORD2848,10/28/2022,EU,Technology,442.03,26.43,CUST213
ORD6872,4/21/2022,USA,Technology,67.42,1.27,CUST568
ORD8741,5/1/2023,Asia,Office Supplies,478.88,-24.56,CUST213
ORD1071,4/16/2022,asia ,Technology,183.81,37.99,CUST214
ORD4437,5/19/2022,USA,Furniture,67.61,-8.91,CUST684
ORD2803,10/28/2023,US,Furniture,68.26,1.04,CUST498
ORD3070,3/31/2023,US,Office Supplies,68.4,-6.66,CUST843
ORD5129,7/21/2022,Asia,Office Supplies,446.1,-55.89,CUST214
ORD3171,11/13/2023,USA,Office Supplies,68.44,-0.94,CUST982
ORD5781,8/31/2023,asia ,Furniture,70.77,11.07,CUST214
ORD6759,5/20/2023,Europe,Office Supplies,445.98,21.95,CUST214
ORD6787,11/10/2022,asia ,Office Supplies,210.18,7.72,CUST214
ORD8566,5/19/2023,asia ,Office Supplies,474.04,-116.22,CUST214
ORD5172,12/6/2022,US,Furniture,68.56,-3.88,CUST473
ORD8857,5/29/2023,asia ,Technology,357.81,105.73,CUST214
ORD1090,2/22/2022,asia ,Technology,474.73,55.45,CUST215
ORD4555,7/7/2022,Europe,Furniture,351.99,-74.3,CUST215
ORD5341,8/18/2023,asia ,Office Supplies,408.54,25.55,CUST215
ORD6021,5/5/2023,asia ,Technology,278.44,1.32,CUST215
ORD8035,10/13/2022,USA,Furniture,69.14,14.71,CUST599
ORD5938,3/29/2022,USA,Furniture,69.25,10.35,CUST193
ORD3210,3/17/2023,US,Office Supplies,69.51,18.42,CUST880
ORD8034,9/12/2023,,Furniture,346.35,-71.19,CUST215
ORD8034,9/12/2023,,Furniture,346.35,-71.19,CUST215
ORD8668,10/6/2022,Europe,Office Supplies,97.12,21.14,CUST215
ORD4613,2/7/2023,USA,Technology,69.58,-14.78,CUST170
ORD1958,8/29/2023,Asia,Office Supplies,391.2,9.54,CUST216
ORD1958,8/29/2023,Asia,Office Supplies,391.2,9.54,CUST216
ORD2021,10/18/2022,asia ,Furniture,294.1,56.54,CUST216
ORD2244,4/30/2022,EU,Furniture,453.6,-108.41,CUST216
ORD3150,10/25/2022,Europe,Office Supplies,390.1,47.01,CUST216
ORD3438,10/7/2023,Asia,Technology,51.58,6.52,CUST216
ORD5954,11/5/2022,asia ,Furniture,,10.11,CUST216
ORD6730,1/16/2023,asia ,Technology,139.54,-17.48,CUST216
ORD1224,11/3/2023,Asia,Technology,247.75,-38.89,CUST217
ORD2719,1/22/2023,US,Furniture,291.36,-87.39,
ORD2765,12/18/2023,US,Technology,69.97,-10.22,CUST666
ORD7647,9/30/2022,USA,Technology,70.07,-20.96,CUST476
ORD4191,8/7/2023,Europe,Furniture,173.02,-40.37,CUST217
ORD8792,10/2/2023,US,Furniture,70.29,20.59,CUST136
ORD5939,9/13/2022,asia ,Office Supplies,59.34,-13.79,CUST217
ORD5968,12/29/2023,Europe,Technology,140.73,18.24,CUST217
ORD6659,8/10/2023,Asia,Furniture,312.07,81.5,CUST217
ORD1261,10/25/2022,Asia,Technology,,-24.67,CUST218
ORD2745,11/24/2023,US,Furniture,405.74,-8.94,
ORD6167,11/25/2023,US,Technology,71.18,-14.22,CUST719
ORD5075,1/4/2022,US,Furniture,71.29,-21.13,CUST861
ORD4363,3/20/2023,EU,Technology,347.13,-12.47,CUST218
ORD7348,7/4/2023,US,Furniture,71.37,-14.95,CUST637
ORD6020,9/4/2022,,Furniture,410.6,-67.98,CUST218
ORD7572,3/8/2023,Asia,Office Supplies,88.63,-13.93,CUST218
ORD7843,8/7/2022,US,Technology,71.37,-12.27,CUST587
ORD5345,11/11/2022,US,Technology,71.51,-15.69,CUST660
ORD3289,9/19/2023,USA,Office Supplies,71.94,11.36,CUST272
ORD4843,6/24/2023,Europe,Furniture,416.78,-5.66,CUST219
ORD5231,6/28/2022,Europe,Furniture,148.65,15.1,CUST219
ORD6690,2/27/2023,US,Office Supplies,71.94,5.56,CUST409
ORD3719,8/17/2023,US,Office Supplies,72,18.32,CUST950
ORD3174,12/21/2023,US,Technology,72.01,-6.5,CUST897
ORD7969,7/24/2022,US,Office Supplies,72.22,-6.06,CUST784
ORD7914,3/23/2023,Europe,Technology,148.21,40.03,CUST219
ORD8520,8/7/2022,EU,Furniture,114.62,5.39,CUST219
ORD2440,5/5/2023,Asia,Office Supplies,309.14,55.12,CUST220
ORD2611,6/19/2022,asia ,Furniture,,-3.54,CUST220
ORD3337,3/5/2023,Europe,Technology,59.75,13.48,CUST220
ORD5326,12/20/2023,EU,Office Supplies,64.56,-16.41,CUST220
ORD5483,8/19/2023,asia ,Furniture,310.07,-41.06,CUST220
ORD8777,12/29/2023,US,Technology,72.66,13.89,CUST115
ORD6403,5/24/2023,Asia,Technology,145.88,15.26,CUST220
ORD6838,10/14/2022,Europe,Technology,481.32,-55.05,CUST220
ORD8880,6/3/2022,EU,Technology,306.15,58.08,CUST220
ORD5480,3/31/2023,US,Furniture,72.71,-19.79,CUST457
ORD3878,7/31/2023,EU,Technology,194.84,2.77,CUST221
ORD3878,7/31/2023,EU,Technology,194.84,2.77,CUST221
ORD3941,6/13/2022,Europe,Technology,184.08,-48.45,CUST221
ORD7696,3/15/2023,Asia,Technology,399.22,-90.34,CUST221
ORD8722,4/3/2022,,Technology,410.1,-61.97,CUST221
ORD1220,5/10/2022,asia ,Furniture,62.65,3.15,CUST222
ORD1552,9/30/2022,asia ,Furniture,425.97,-65.9,CUST222
ORD2666,7/11/2022,asia ,Office Supplies,378.84,-54.25,CUST222
ORD3283,5/30/2023,USA,Furniture,72.77,11.78,CUST450
ORD3517,3/11/2023,asia ,Technology,492.98,-96.75,CUST222
ORD3756,3/19/2022,US,Office Supplies,72.82,11.11,CUST787
ORD5292,3/23/2022,asia ,Furniture,116.24,-18.66,CUST222
ORD6923,3/3/2023,USA,Office Supplies,73.21,-4.16,CUST579
ORD7369,12/11/2022,,Technology,62.62,7.44,CUST222
ORD6275,10/10/2022,US,Technology,73.62,17.73,CUST970
ORD7781,4/27/2023,Asia,Technology,338.59,-25.38,CUST222
ORD3101,2/12/2022,asia ,Technology,,25.27,CUST223
ORD3179,2/19/2022,EU,Technology,189.52,-23.3,CUST223
ORD3195,8/14/2022,Europe,Office Supplies,270.99,15.46,CUST223
ORD3246,6/9/2022,Europe,Furniture,258.02,-62.56,CUST223
ORD6600,1/17/2022,Asia,Furniture,94.35,-9.02,CUST223
ORD7467,8/5/2023,asia ,Office Supplies,376.77,60.74,CUST223
ORD7727,4/15/2023,EU,Furniture,393.52,-86.95,CUST223
ORD8538,1/19/2023,asia ,Furniture,336.3,-36.95,CUST223
ORD3275,3/22/2023,US,Furniture,73.73,-1.94,CUST235
ORD1782,8/1/2023,Asia,Furniture,279.41,-51.44,CUST224
ORD3948,4/14/2022,US,Furniture,73.78,-4.61,CUST988
ORD2348,4/23/2022,Asia,Office Supplies,91.16,22.08,CUST224
ORD3563,1/5/2023,US,Technology,73.79,-3.67,CUST242
ORD3953,9/25/2022,,Office Supplies,270.85,-67.98,CUST224
ORD4115,11/16/2022,Europe,Office Supplies,389.9,-0.31,CUST224
ORD5257,3/26/2023,asia ,Office Supplies,395.01,84.68,CUST224
ORD2157,2/22/2023,USA,Furniture,74.12,14.14,CUST726
ORD5715,3/18/2023,Europe,Furniture,,1.61,CUST224
ORD8239,6/10/2022,Asia,Office Supplies,166.59,-18.7,CUST224
ORD8371,4/11/2022,Asia,Office Supplies,204.05,-46.81,CUST224
ORD8896,3/18/2023,,Technology,497.07,-32.34,CUST224
ORD1748,12/15/2023,USA,Technology,74.81,-2.21,CUST533
ORD6159,4/24/2023,Europe,Furniture,435.56,-120.03,CUST225
ORD5853,10/3/2022,US,Office Supplies,74.82,15.22,CUST218
ORD8351,7/19/2022,US,Furniture,75.14,17.9,CUST920
ORD7774,4/16/2023,Europe,Furniture,,16.01,CUST225
ORD7740,11/22/2023,USA,Furniture,75.36,18.2,CUST277
ORD3067,11/27/2022,US,Technology,76.59,-17.44,CUST948
ORD5481,9/13/2023,US,Technology,76.73,19.08,CUST512
ORD4838,10/7/2023,Asia,Office Supplies,39.98,7.38,CUST226
ORD7921,4/27/2022,USA,Office Supplies,77.2,-0.19,CUST909
ORD8512,8/9/2022,asia ,Office Supplies,196.17,-7.21,CUST226
ORD1198,4/23/2022,Europe,Office Supplies,257.64,56.25,CUST227
ORD1292,9/11/2022,asia ,Furniture,273.76,-72.33,CUST227
ORD4340,2/10/2022,Europe,Technology,327.99,-44,CUST227
ORD2745,11/24/2023,US,Furniture,405.74,-8.94,
ORD4117,1/11/2023,US,Office Supplies,77.66,2.74,CUST815
ORD5676,5/2/2022,Europe,Office Supplies,171.71,6.3,CUST227
ORD5889,9/17/2022,,Technology,209.03,13.13,CUST227
ORD8121,4/29/2022,US,Technology,77.73,15.94,CUST613
ORD7426,3/8/2022,Europe,Furniture,44.55,7.48,CUST227
ORD7906,4/24/2022,asia ,Technology,116.37,19.98,CUST227
ORD8854,6/12/2022,asia ,Technology,116.51,17.39,CUST227
ORD1401,10/27/2023,Europe,Office Supplies,360.18,-49.28,CUST228
ORD1500,6/29/2023,Europe,Technology,477.96,-96.79,CUST228
ORD5167,4/22/2023,USA,Office Supplies,77.82,-19.33,CUST202
ORD4561,7/1/2023,Europe,Furniture,199.22,16.87,CUST228
ORD5579,10/16/2022,Asia,Office Supplies,436.51,85.73,CUST228
ORD7253,3/4/2023,asia ,Furniture,230.68,52.24,CUST228
ORD7253,3/4/2023,asia ,Furniture,230.68,52.24,CUST228
ORD1837,6/18/2023,USA,Furniture,77.95,19.68,CUST137
ORD5612,6/21/2023,USA,Furniture,78,2.28,CUST762
ORD8995,3/25/2022,EU,Technology,204.14,-60.31,CUST228
ORD1771,4/28/2022,EU,Technology,115.98,-29.86,CUST229
ORD2949,10/3/2022,US,Technology,78.12,-19.92,CUST348
ORD5652,12/17/2023,asia ,Furniture,377.55,-47.65,CUST229
ORD6034,5/18/2023,asia ,Furniture,482.79,142.1,CUST229
ORD2949,10/3/2022,US,Technology,78.12,-19.92,CUST348
ORD7389,5/6/2023,EU,Technology,339.01,-15.12,CUST229
ORD7560,6/21/2022,Asia,Technology,281.34,-16.21,CUST229
ORD8149,6/4/2023,asia ,Technology,36.95,-0.5,CUST229
ORD3202,2/23/2023,US,Office Supplies,78.22,-5.53,CUST181
ORD8984,10/29/2022,USA,Technology,78.37,-13.03,CUST414
ORD2605,7/25/2023,USA,Technology,78.46,-22.9,CUST849
ORD2579,3/30/2023,EU,Technology,259.52,12.38,CUST230
ORD2795,10/22/2023,EU,Technology,413.59,55.22,CUST230
ORD3100,10/27/2022,Asia,Furniture,367.45,-86.51,CUST230
ORD3881,1/22/2022,asia ,Furniture,369.95,-8.25,CUST230
ORD5427,11/22/2023,asia ,Technology,59.13,7.29,CUST230
ORD5839,5/5/2022,Europe,Office Supplies,110.03,-18.87,CUST230
ORD6391,10/19/2023,Europe,Office Supplies,354.14,-80.01,CUST230
ORD3761,2/4/2023,USA,Technology,78.53,4.82,CUST956
ORD7118,5/14/2022,EU,Furniture,279,-45.11,CUST230
ORD2194,2/1/2022,US,Office Supplies,78.6,9.09,CUST109
ORD1413,2/23/2022,USA,Technology,78.63,16.56,CUST990
ORD8702,12/11/2023,EU,Office Supplies,207.47,11.23,CUST230
ORD8768,4/19/2023,Asia,Office Supplies,36.41,1.93,CUST230
ORD3497,8/20/2022,EU,Technology,76.36,-8.47,CUST231
ORD4185,8/2/2023,Europe,Technology,163.05,-48.39,CUST231
ORD4943,12/20/2022,EU,Office Supplies,414.47,-9.68,CUST231
ORD5450,9/9/2022,Europe,Office Supplies,110.5,4.18,CUST231
ORD6066,11/6/2022,US,Office Supplies,78.76,20.97,CUST807
ORD7535,7/20/2023,US,Technology,79.55,-0.36,CUST701
ORD5747,1/31/2023,EU,Technology,256.6,7.11,CUST231
ORD5826,2/19/2023,US,Technology,79.57,-22.34,CUST545
ORD1616,10/10/2023,EU,Office Supplies,483.39,78.06,CUST232
ORD1663,6/22/2022,Europe,Technology,,-58.09,CUST232
ORD1663,6/22/2022,Europe,Technology,,-58.09,CUST232
ORD4061,4/5/2023,Europe,Furniture,20.12,-2.65,CUST232
ORD5386,1/12/2023,US,Technology,79.79,0.04,CUST975
ORD4729,4/10/2022,,Furniture,301.54,75.36,CUST232
ORD8039,7/10/2023,,Office Supplies,317.34,17.33,CUST232
ORD1125,4/9/2022,Europe,Office Supplies,284.14,50.11,CUST233
ORD3513,3/28/2022,Europe,Furniture,216.5,64.23,CUST233
ORD6149,10/23/2023,Europe,Office Supplies,158.82,7.81,CUST233
ORD6285,11/18/2023,Asia,Furniture,,-8.52,CUST233
ORD6404,9/26/2022,asia ,Furniture,192.55,25.58,CUST233
ORD7277,4/28/2023,asia ,Office Supplies,23.98,6.63,CUST233
ORD2574,2/7/2022,US,Office Supplies,80.27,-18.09,CUST898
ORD7920,3/3/2023,Asia,Office Supplies,341.05,4.11,CUST233
ORD8400,7/15/2023,EU,Furniture,360.64,74.06,CUST233
ORD6106,8/19/2023,USA,Furniture,80.52,-2.14,CUST576
ORD2049,4/14/2022,asia ,Technology,103.93,6.69,CUST234
ORD2062,10/16/2022,Europe,Technology,361.73,84.51,CUST234
ORD5099,5/30/2023,Asia,Furniture,460.41,-44.38,CUST234
ORD8174,10/21/2022,asia ,Furniture,106.04,1.47,CUST234
ORD3831,7/22/2022,USA,Furniture,80.65,-4.52,CUST102
ORD8521,6/17/2023,Europe,Technology,198.21,-23.79,CUST234
ORD1175,1/20/2023,Asia,Technology,116.12,-7.86,CUST235
ORD2416,7/25/2023,Europe,Technology,486.32,10.95,CUST235
ORD3251,3/8/2022,,Office Supplies,391.06,57.91,CUST235
ORD7328,6/17/2023,USA,Technology,80.69,-8.74,CUST623
ORD3619,4/8/2023,EU,Furniture,259.13,56.42,CUST235
ORD7053,10/5/2022,,Technology,232.65,8.2,CUST235
ORD7053,10/5/2022,,Technology,232.65,8.2,CUST235
ORD4782,4/14/2022,USA,Furniture,80.73,16.55,CUST902
ORD8151,9/28/2023,asia ,Office Supplies,-485.59,-106.21,CUST235
ORD3152,3/25/2022,USA,Technology,81.16,-19.88,CUST456
ORD3152,3/25/2022,USA,Technology,81.16,-19.88,CUST456
ORD8304,2/25/2023,asia ,Technology,37.12,10.35,CUST236
ORD8449,10/30/2023,Europe,Office Supplies,206.77,-49.97,CUST236
ORD3483,4/15/2022,,Office Supplies,375.81,98.7,CUST237
ORD5912,10/5/2023,EU,Office Supplies,299.04,53.9,CUST237
ORD7804,11/23/2022,Europe,Technology,451.15,-118.01,CUST237
ORD5891,10/17/2023,USA,Furniture,81.26,-21.46,CUST804
ORD3132,10/20/2023,Europe,Technology,47.16,-6.89,CUST238
ORD3396,10/4/2023,Europe,Furniture,58.68,7.22,CUST238
ORD5378,1/2/2023,Europe,Furniture,232.71,65.44,CUST238
ORD2704,5/10/2022,asia ,Technology,-274.9,54.76,CUST239
ORD7392,1/10/2022,US,Office Supplies,81.89,-21.03,CUST164
ORD6557,4/26/2022,EU,Office Supplies,213.11,-0.56,CUST239
ORD1153,6/9/2023,USA,Technology,82.63,-18.56,CUST944
ORD2102,5/14/2022,Asia,Office Supplies,433.36,-44.35,CUST240
ORD3212,11/16/2022,asia ,Technology,189.47,25.99,CUST240
ORD3839,5/22/2022,EU,Office Supplies,,128.55,CUST240
ORD4422,11/1/2022,asia ,Technology,65.1,5.27,CUST240
